species,beak_type,plumage_color,eye_color,habitat,feeding_type,body_size,Unnamed: 7,рост,семейство,вид,тип_клюва,цвет_оперения,цвет_глаз,среда_обитания,размер_тела,скорость,длина_клюва
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,95.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1260.0,,,,,,,,,,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,264.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1228.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,630.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,182.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,164.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1430.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,612.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,629.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,641.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,249.0,,,,,,,,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,206.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,90.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,93.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,200.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,681.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,682.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,191.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,170.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,643.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,154.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,232.0,,,Врановые,,,Коричневый,Красный ,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,692.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,81.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,269.0,,,,,,,,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,222.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,684.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,635.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1347.0,,,,,,,,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,208.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1371.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1204.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,98.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1216.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,166.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,255.0,,,,,,,,,,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,231.0,,,Врановые,,,Коричневый,Красный ,,,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,193.0,,,,,,,,,,,
